バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,0,6,0,0,0,---,CLEAR,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,7,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2320,987,346,70,EASY CLEAR,A,2017-10-24 23:55
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1460,583,294,27,HARD CLEAR,A,2017-08-28 16:18
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,0,5,0,0,0,---,CLEAR,---,9,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,0,4,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,12,6,0,0,0,---,FULLCOMBO CLEAR,---,10,1118,473,172,20,HARD CLEAR,A,11,1522,612,298,73,EASY CLEAR,B,2017-11-28 21:48
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,6,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1659,666,327,84,CLEAR,B,2017-11-30 22:11
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,13,6,0,0,0,---,EX HARD CLEAR,---,11,1528,630,268,86,ASSIST CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-11-22 22:09
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,15,6,0,0,0,---,ASSIST CLEAR,---,10,1715,664,387,90,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-27 22:28
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,6,7,0,0,0,---,EASY CLEAR,---,10,1606,632,342,56,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-23 23:15
SIRIUS,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,1,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,9,1109,403,303,64,EASY CLEAR,B,2016-11-17 11:23
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,2,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,10,1312,527,258,37,HARD CLEAR,A,2017-11-20 17:40
SIRIUS,Last Burning,ELECTRO,Dirty Androids,1,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1548,608,332,26,HARD CLEAR,B,2017-08-20 19:42
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,2,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,1397,573,251,66,EASY CLEAR,A,2017-08-26 22:47
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,5,6,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,11,1545,631,283,80,CLEAR,A,2017-10-27 23:22
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,5,7,0,0,0,---,FAILED,---,10,1682,731,220,38,HARD CLEAR,AA,12,1823,732,359,297,FAILED,B,2017-11-25 22:52
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,21,6,0,0,0,---,CLEAR,---,10,1615,700,215,27,HARD CLEAR,A,11,1879,773,333,54,HARD CLEAR,A,2017-12-02 16:24
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,3,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1499,584,331,134,FAILED,B,2017-08-16 20:13
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,0,4,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,3,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,1656,620,416,93,EASY CLEAR,B,2017-10-21 13:19
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,22,6,0,0,0,---,CLEAR,---,10,1419,534,351,39,HARD CLEAR,A,12,1964,730,504,148,ASSIST CLEAR,B,2017-11-27 22:41
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,0,5,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SIRIUS,Sorrows,EMO,Asako Yoshihiro,4,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,2082,891,300,42,HARD CLEAR,AA,2017-09-16 22:04
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,0,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,0,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,2016-10-26 17:45
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,0,4,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,2016-10-26 17:45
SIRIUS,バビロニア,DISTORTED NEW AGE,劇団レコード,1,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,8,1527,657,213,18,HARD CLEAR,AA,2017-09-19 21:07
SIRIUS,ワルツ第17番 ト短調”大犬のワルツ”,VALSE,virkato,1,6,0,0,0,---,NO PLAY,---,10,1366,526,314,77,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-07-23 17:38
SIRIUS,水上の提督(Short mix from "幻想水滸伝V"),WORLD/ELECTRONICA,猫叉Master,0,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Aegis,TECHNO,IT medalion,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,ALBIDA,HARD RENAISSANCE,DJ YOSHITAKA,2,6,0,0,0,---,HARD CLEAR,---,10,1207,469,269,89,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2016-11-27 17:56
Resort Anthem,Answer,STARPOP,星野奏子,4,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1747,698,351,41,HARD CLEAR,A,2017-11-28 22:06
Resort Anthem,ANTHEM LANDING,LATIN TEK,DJムラサメ,0,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Believe In Me,HARDCORE,Uraken feat. Calyn Tsukishima,12,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,1714,691,332,40,HARD CLEAR,A,2017-10-17 22:14
Resort Anthem,BLUST OF WIND,CROSSOVER HOUSE,Anemo=Aspel by MLREC.,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1570,647,276,17,HARD CLEAR,A,2017-09-13 21:41
Resort Anthem,Bounce Bounce Bounce,DANCEHALL,kors k feat.Kanata Okajima＆楽天斎,9,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,1679,645,389,130,EASY CLEAR,B,2017-10-28 20:11
Resort Anthem,Broken,TRANCE,dj TAKA feat.AiMEE,6,5,0,0,0,---,CLEAR,---,9,1594,660,274,18,HARD CLEAR,A,12,1572,591,390,203,FAILED,C,2017-11-29 19:56
Resort Anthem,BROKEN EDEN,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,5,6,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,1398,534,330,54,CLEAR,B,2017-11-29 19:14
Resort Anthem,Dances with Snow Fairies,トレンディートランス,Dr.Honda,2,7,0,0,0,---,ASSIST CLEAR,---,10,1568,624,320,34,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-09-16 23:07
Resort Anthem,DAYDREAMER,GIRLY ROCK,ピンクターボ,3,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2185,989,207,45,HARD CLEAR,AA,2017-09-06 22:26
Resort Anthem,Destiny Sword,ELECTRIC STEP,CAPACITY GATE,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,1352,485,382,73,EASY CLEAR,B,2017-10-24 23:41
Resort Anthem,DM STAR～関西 energy style～,SPEED RAVE,NAOKI,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1558,618,322,39,HARD CLEAR,B,2017-11-10 20:15
Resort Anthem,ELECTRIC MASSIVE DIVER,GABBA,L.E.D.-G,2,6,0,0,0,---,NO PLAY,---,10,1677,663,351,82,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-08-07 21:10
Resort Anthem,Energy Drive,HARDCORE,kevin energy,6,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,1373,540,293,82,CLEAR,B,2017-10-27 23:47
Resort Anthem,Eternal Tears,WINTER BALLADE,ツガル,0,2,0,0,0,---,ASSIST CLEAR,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Everlasting Resort,ONLY ONE ANTHEM,SUPER STAR 満-MITSURU-,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Fantasia,HYPER FANTASIA,ＴЁЯＲＡ,2,3,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,HARD CLEAR,---,10,1833,797,239,29,HARD CLEAR,AA,2017-08-26 22:11
Resort Anthem,I FIGHT ME,DRUM & BASS,kobo feat. Marsha,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Kailua,ENERGETIC HAWAIIAN TRANCE,kors k,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Kailua (HCN Ver.),ENERGETIC HAWAIIAN TRANCE,kors k,22,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1324,523,278,114,NO PLAY,B,2017-11-30 22:47
Resort Anthem,Love km,HAPPY CORE,dj TAKA feat. REN,0,3,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Mermaid girl,BUBBLEGUM DANCE,Cream puff,3,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,1780,765,250,28,HARD CLEAR,AA,2017-09-12 20:39
Resort Anthem,Never Fade Away,IIDX HANDZ UP!!,Sota Fujimori feat. dj MAX STEROID,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1564,576,412,197,FAILED,C,2017-11-10 20:21
Resort Anthem,PARADISE LOST,TRANCE CORE,Ryu☆ Vs. L.E.D.-G,8,7,0,0,0,---,ASSIST CLEAR,---,11,1494,579,336,79,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-09 21:57
Resort Anthem,passionate fate,HANDZ UP,Ryu☆,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,perditus†paradisus,ANTHEM CORE,iconoclasm,44,7,0,0,0,---,ASSIST CLEAR,---,11,1543,587,369,94,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-15 22:29
Resort Anthem,Programmed Sun (xac Antarctic Ocean mix),UPLIFTING TRANCE,xac,3,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1403,559,285,30,HARD CLEAR,A,2017-11-29 18:59
Resort Anthem,reunion,CYBER WALTZ,Tatsh,30,8,0,0,0,---,NO PLAY,---,11,1719,726,267,110,CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-12-02 16:27
Resort Anthem,Rock Da House,UK HARDCORE,M-Project fw. GUHROOVY,2,5,0,0,0,---,CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,1744,729,286,25,HARD CLEAR,A,2017-11-29 19:08
Resort Anthem,Sakura Reflection,HAPPY HARDCORE,Ryu☆,7,3,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,11,1763,720,323,66,CLEAR,A,2017-11-08 20:27
Resort Anthem,sakura storm,HAPPY HARDCORE,Ryu☆,5,5,0,0,0,---,CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,12,1529,604,321,122,ASSIST CLEAR,B,2017-11-14 14:29
Resort Anthem,Space Time,ENERGETIC TRANCE,NISH,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1014,374,266,101,EASY CLEAR,C,2017-07-14 23:45
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,BUCHIAGE TRANCE,Lucky Vacuum,18,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,12,1847,723,401,139,EASY CLEAR,B,2017-11-28 19:09
Resort Anthem,STELLAR WIND,HARD DANCE,L.E.D.,0,4,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Survival Games,90's ELECTRIC POP,VENUS,2,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1659,683,293,26,HARD CLEAR,A,2017-11-10 20:47
Resort Anthem,THE BLACK KNIGHT,GOA TRANCE,L.E.D.,2,5,0,0,0,---,CLEAR,---,10,1423,578,267,72,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,2017-08-05 21:49
Resort Anthem,THE DOOR INTO RAINBOW,TRANCE,L.E.D.,0,4,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,Tropical April,VACATION DANCE,Risk Junk,12,8,0,0,0,---,CLEAR,---,10,1802,741,320,32,HARD CLEAR,A,11,1956,831,294,77,ASSIST CLEAR,A,2017-11-28 19:03
Resort Anthem,Watch Out Pt.2,TECH-BREAKBEATS,DJ Mass MAD Izm* VS.DJ Yoshitaka,3,6,0,0,0,---,CLEAR,---,9,1234,438,358,90,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-02-01 19:57
Resort Anthem,WE LOVE SHONAN,SURF&DUB,Studio Bongo Mango feat. Likkle Mai,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,WISE UP!,RESORT HOUSE,木之下慶行 feat.星野奏子,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
Resort Anthem,Wuv U,CANDY RAVE,kors k,1,3,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,1276,526,224,38,HARD CLEAR,A,2017-09-19 21:25
Resort Anthem,XANADU OF TWO,DANCE POP,T.Kakuta With Starving Trancer + 森永真由美,5,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,1983,799,385,44,HARD CLEAR,A,2017-08-22 20:50
Resort Anthem,おおきなこえで,WORLD/POPS,猫叉Master feat.Sana,0,3,0,0,0,---,ASSIST CLEAR,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,NATSU MATSURI,CULTVOICE by S.S.D.PRODUCTS,0,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,中華急行,HAPPY HARDCORE,Ryu☆,3,2,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,1755,739,277,40,HARD CLEAR,A,2017-08-22 21:36
Resort Anthem,夕焼け ～Fading Day～,AURAL ADRENALINE,JAKAZiD,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Resort Anthem,旅人リラン,ELECLORE,XOGO BRYKK,20,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1532,590,352,129,NO PLAY,B,2017-11-30 22:50
Resort Anthem,灼熱Beach Side Bunny,BROKEN SAMBA BREAK,DJ Mass MAD Izm*,15,7,0,0,0,---,HARD CLEAR,---,10,1237,439,359,67,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-19 22:47
Resort Anthem,黒髪乱れし修羅となりて,撫子メタル,村正クオリア,4,4,0,0,0,---,EX HARD CLEAR,---,9,1260,474,312,55,EASY CLEAR,B,12,1652,612,428,238,FAILED,C,2017-09-10 22:12
Lincle,24th Century BOY,EURO RAVE,Tatsh,8,5,0,0,0,---,EX HARD CLEAR,---,9,1379,551,277,37,CLEAR,A,11,1655,643,369,137,EASY CLEAR,B,2017-08-24 20:56
Lincle,532nm,HARDCORE,Ryu☆,7,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,HARD CLEAR,---,11,1623,640,343,109,EASY CLEAR,B,2017-11-07 17:32
Lincle,BLACK.by X-Cross Fade,TECH-BREAKBEATS,DJ Mass MAD Izm*,64,6,0,0,0,---,NO PLAY,---,10,1466,562,342,70,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-06 19:51
Lincle,CALL,WORLD/ELECTRONICA,猫叉Master,0,2,0,0,0,---,ASSIST CLEAR,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,2016-10-26 17:45
Lincle,Castle on the Moon,DANCE SPEED,青龍,5,4,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,1460,588,284,116,ASSIST CLEAR,B,2017-11-05 22:47
Lincle,DIAVOLO,TRANSCENDENTAL ETUDES,度胸兄弟,3,6,725,289,147,118,EX HARD CLEAR,C,9,1302,515,272,52,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-08-24 22:09
Lincle,Drive Me Crazy,AKIBA RAVE,kors k feat.古川未鈴,2,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1712,711,290,50,HARD CLEAR,A,2017-09-03 15:46
Lincle,Express Emotion,J-CORE,REDALiCE feat. Shihori,3,4,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,NO PLAY,---,10,1875,784,307,39,HARD CLEAR,A,2017-08-27 22:09
Lincle,F,RENAISSANCE,D.J.Amuro,2,5,0,0,0,---,CLEAR,---,10,1577,627,323,15,HARD CLEAR,A,12,1360,476,408,395,FAILED,D,2017-11-20 18:16
Lincle,Far east nightbird,DRUM'N'BASS,猫叉Master,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,2016-10-26 17:45
Lincle,fffff,HARD Pf,Five Hammer,53,4,0,0,0,---,ASSIST CLEAR,---,10,1382,539,304,55,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-12-02 12:16
Lincle,Flip Flap,CANDY HANDZ UP,kors k,4,3,0,0,0,---,CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,10,1542,636,270,43,HARD CLEAR,A,2017-09-16 23:20
Lincle,Follow Tomorrow,J-DANCE POP,HHH×MM×ST,1,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,10,1542,616,310,39,HARD CLEAR,A,2017-08-26 21:18
Lincle,HAERETICUS,ECCENTRIC,D.J.Amuro Vs MAX MAXIMIZER,1,5,0,0,0,---,ASSIST CLEAR,---,10,1152,442,268,102,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-07-15 23:25
Lincle,I'm so Happy,HAPPY HARDCORE,Ryu☆,17,3,0,0,0,---,CLEAR,---,8,0,0,0,---,HARD CLEAR,---,11,1500,581,338,85,EASY CLEAR,B,2017-11-14 14:24
Lincle,In the Blackest Den,PROGRESSIVE ROCK,Bulluvegola,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,Infinite cave,DRUM'N'BASS,猫叉Master+,2,6,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,10,1500,610,280,42,HARD CLEAR,A,2017-12-02 00:11
Lincle,LETHEBOLG ～双神威に斬り咲けり～,PLATINUM J-POP ONE,ＴЁЯＲＡ,11,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,10,1740,757,226,39,HARD CLEAR,AA,2017-10-10 19:48
Lincle,Liquid Crystal Girl feat. echo,ELECTRO,kmp,0,2,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,LOVE B.B.B,DRUM'N'BASS,SWAN K feat. Asuka M,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1491,622,247,29,HARD CLEAR,A,2017-09-10 22:24
Lincle,Lucky Days,DREAM TRANCE,Sota Fujimori feat. Kanako Hoshino,4,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,10,1483,560,363,39,HARD CLEAR,A,2017-11-30 22:38
Lincle,Mermaid girl-秋葉工房 MIX-,EURO BEAT,Remixed by DJ Command,2,4,0,0,0,---,FULLCOMBO CLEAR,---,6,0,0,0,---,EX HARD CLEAR,---,9,1428,562,304,27,CLEAR,A,2017-01-03 17:09
Lincle,NNRT,ELECTRO GOTHIC,Levaslater,36,6,0,0,0,---,NO PLAY,---,10,1992,841,310,47,HARD CLEAR,A,12,2120,841,438,215,FAILED,B,2017-11-30 22:42
Lincle,Phoenix,HARD NRG,Hommarju,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,prompt,NU PROGRESSIVE,wｘs ft.*spiLa*,17,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,1856,758,340,110,EASY CLEAR,B,2017-11-12 22:55
Lincle,QUANTUM TELEPORTATION,TECHNO,L.E.D.,2,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,11,1564,578,408,106,EASY CLEAR,C,2017-10-25 21:24
Lincle,quaver♪,HAPPY,Risk Junk,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,Quick Silver,RAVE FUSION,Mystic Moon,5,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1647,639,369,92,CLEAR,B,2017-11-12 23:19
Lincle,Release The Music,TECH DANCE,kors k,3,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1531,628,275,37,HARD CLEAR,A,2017-11-28 22:33
Lincle,RESISTANCE,MYSTERIOUS ROCK,セリカ,1,3,576,258,60,0,FULLCOMBO CLEAR,AAA,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,2017-07-21 18:50
Lincle,Round and Round,HYPER ELECTRO,Masayoshi Minoshima feat. 綾倉盟,0,4,0,0,0,---,EX HARD CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,Several Words,VALIANT BEAT,CAPACITY GATE,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1618,673,272,34,HARD CLEAR,A,2017-11-27 22:15
Lincle,SHADE,TECHNO,DJ MURASAME vs dj Killer,69,5,0,0,0,---,ASSIST CLEAR,---,9,1485,600,285,17,NO PLAY,A,11,1837,739,359,149,EASY CLEAR,B,2017-10-14 20:43
Lincle,Snake Stick,TECH-BREAKBEATS,DJ Yoshitaka VS. DJ Mass MAD Izm*,6,6,0,0,0,---,CLEAR,---,10,1271,457,357,61,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-17 23:09
Lincle,Snow Goose,ELECTRIC POMP,Mutsuhiko Izumi,0,3,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,Star Trail,TRANCE,Nhato,3,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1225,468,289,23,HARD CLEAR,B,2017-09-23 21:45
Lincle,The Limbo,CYBER PUNK,STN,4,6,0,0,0,---,CLEAR,---,10,1373,557,259,90,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-07-18 21:58
Lincle,The Sampling Paradise,HARD TRANCE,Mamonis,7,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,1671,623,425,153,FAILED,C,2017-11-30 22:52
Lincle,Thunderbolt,RAVERS DANCE SPEED,雷龍,1,5,0,0,0,---,CLEAR,---,9,0,0,0,---,EASY CLEAR,---,12,2017,777,463,261,FAILED,C,2017-10-22 15:54
Lincle,TITANS RETURN,DRUMSTEP,L.E.D.,0,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,Todestrieb,SACRED TRANCE,Rche,7,5,0,0,0,---,ASSIST CLEAR,---,9,1327,533,261,33,CLEAR,A,12,1788,679,430,255,FAILED,C,2017-11-25 23:01
Lincle,Voxane,TECH DANCE,Remo-con,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
Lincle,WONDER WALKER,HARD TRANCE,L.E.D.,0,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
